Unnamed: 0,Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
569,Solteiro,Maiores de 23 anos,1,Agronomia,Diurno,Ensino médio,120.0,Portugal,Ensino Superior - Bacharelado,Ensino Superior - Mestrado,Especialistas em Atividades Intelectuais e Científicas,Especialistas em Atividades Intelectuais e Científicas,120.0,não,0,não,sim,Masculino,não,27,não,0,6,10,5,13.0,0,0,6,13,5,11.5,0,16.2,0.3,-0.92,Graduate
570,Solteiro,1ª fase - Entrada geral,1,Serviço Social (noturno),Noturno,Ensino médio,130.0,Portugal,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,118.1,não,0,não,sim,Masculino,não,20,não,0,6,7,6,12.166666666666666,0,0,6,9,6,12.0,0,7.6,2.6,0.32,Graduate
571,Solteiro,1ª fase - Entrada geral,1,administração,Diurno,Ensino médio,130.0,Portugal,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,124.8,sim,0,não,sim,Masculino,não,22,não,0,5,9,0,0.0,0,0,5,5,1,12.0,0,7.6,2.6,0.32,Dropout
572,Solteiro,2ª fase - Entrada geral,6,Engenharia de software,Diurno,Ensino médio,111.0,Portugal,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Ensino Superior - Bacharelado,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",Profissões das Forças Armadas,106.5,sim,0,não,sim,Masculino,não,19,não,0,5,10,3,10.5,0,0,5,11,3,10.8,0,12.4,0.5,1.79,Dropout
573,Solteiro,1ª fase - Entrada geral,6,administração,Diurno,Ensino médio,121.0,Portugal,Ensino Superior - Bacharelado,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Pessoal Administrativo,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",116.8,não,0,não,sim,Masculino,não,20,não,0,5,14,3,12.4,0,0,5,8,5,10.833333333333334,0,13.9,-0.3,0.79,Enrolled
574,Solteiro,Mudança de curso,4,Animação e Design Multimédia,Diurno,Ensino médio,117.0,Portugal,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Outro - 11º Ano de Escolaridade,Trabalhadores Não Qualificados,Profissões das Forças Armadas,109.3,não,0,não,sim,Masculino,não,19,não,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate
575,Casado,Maiores de 23 anos,1,Medicina Veterinária,Diurno,12º ano de escolaridade – não concluído,133.1,Portugal,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Pessoal Administrativo,Pessoal Administrativo,120.0,sim,0,não,não,Masculino,não,29,não,0,5,12,0,0.0,4,0,5,8,0,0.0,1,9.4,-0.8,-3.12,Dropout
576,Solteiro,1ª fase - Entrada geral,2,Enfermagem,Diurno,Ensino médio,149.0,Portugal,Ensino Superior - Bacharelado,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,137.5,não,0,não,sim,Masculino,não,19,não,0,8,8,7,13.828571428571427,0,0,8,8,7,13.828571428571427,0,12.7,3.7,-1.7,Graduate
577,Solteiro,Maiores de 23 anos,2,administração (atendimento noturno),Noturno,Ensino médio,172.0,Portugal,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Trabalhadores Não Qualificados,Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,150.0,sim,0,não,sim,Feminino,sim,28,não,0,5,7,5,10.6,0,0,5,6,5,10.2,0,9.4,-0.8,-3.12,Enrolled
578,Casado,1ª fase - Entrada geral,1,Serviço Social,Diurno,Ensino médio,134.0,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores","Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",120.4,não,0,não,sim,Feminino,não,20,não,0,6,7,6,11.5,0,0,6,6,6,11.666666666666666,0,7.6,2.6,0.32,Graduate
579,Solteiro,1ª fase - Entrada geral,4,Design de Comunicação,Diurno,Ensino médio,136.0,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Trabalhadores Não Qualificados,Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,136.7,sim,0,não,sim,Feminino,não,20,não,0,6,6,4,13.5,0,0,6,8,6,13.625,0,10.8,1.4,1.74,Graduate
580,Solteiro,Maiores de 23 anos,1,Serviço Social (noturno),Noturno,Ensino médio,133.1,Portugal,Desconhecido,Ensino Superior - Doutorado,Estudante,"Representantes do Poder Legislativo e dos Órgãos Executivos, Diretores, Directores e Gerentes Executivos",118.5,sim,0,não,sim,Feminino,não,31,não,0,6,12,0,0.0,0,0,6,0,0,0.0,0,7.6,2.6,0.32,Dropout
581,Solteiro,2ª fase - Entrada geral,5,Enfermagem,Diurno,Ensino médio,141.0,Portugal,Outro - 11º Ano de Escolaridade,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores","Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",133.0,sim,0,não,sim,Feminino,não,18,não,0,7,8,7,12.5375,0,0,8,9,7,12.614285714285714,0,13.9,-0.3,0.79,Graduate
582,Solteiro,2ª fase - Entrada geral,1,Gestão de Publicidade e Marketing,Diurno,Ensino médio,141.0,Portugal,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",128.8,sim,0,não,sim,Feminino,não,19,não,0,6,6,6,14.833333333333334,0,0,6,8,6,13.285714285714286,0,8.9,1.4,3.51,Enrolled
583,Solteiro,1ª fase - Entrada geral,1,administração,Diurno,Ensino médio,148.0,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Trabalhadores Não Qualificados,Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,133.0,sim,0,não,sim,Feminino,não,18,não,0,5,10,4,12.0,0,0,5,9,4,12.8,0,13.9,-0.3,0.79,Graduate
584,Solteiro,2ª fase - Entrada geral,1,Turismo,Diurno,Ensino médio,102.0,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,"Trabalhadores Qualificados da Indústria, Construção e Artesãos","Trabalhadores Qualificados da Indústria, Construção e Artesãos",102.0,não,0,não,sim,Feminino,não,19,não,0,6,8,5,11.8,0,0,6,8,5,11.6,0,10.8,1.4,1.74,Graduate
585,Solteiro,1ª fase - Entrada geral,1,administração,Diurno,Ensino médio,143.0,Portugal,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Técnicos e Profissões de Nível Intermediário,Técnicos e Profissões de Nível Intermediário,133.9,não,0,não,sim,Feminino,sim,18,não,0,5,5,5,15.0,0,0,5,5,5,15.2,0,12.7,3.7,-1.7,Graduate
586,Solteiro,2ª fase - Entrada geral,1,Medicina Veterinária,Diurno,Ensino médio,120.0,Portugal,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Outra Situação,Outra Situação,127.0,não,0,não,sim,Feminino,não,19,não,0,5,7,3,12.0,0,0,5,7,5,13.2,0,7.6,2.6,0.32,Graduate
587,Solteiro,2ª fase - Entrada geral,1,Jornalismo e Comunicação,Diurno,Ensino médio,121.0,Portugal,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Trabalhadores Não Qualificados,Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,120.4,sim,0,não,sim,Feminino,sim,18,não,0,6,6,6,12.833333333333334,0,0,6,7,6,12.285714285714286,0,15.5,2.8,-4.06,Graduate
588,Solteiro,1ª fase - Entrada geral,3,Turismo,Diurno,Ensino médio,122.0,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Trabalhadores Não Qualificados,Técnicos e Profissões de Nível Intermediário,124.5,sim,0,não,sim,Feminino,não,19,não,0,6,12,6,11.666666666666666,0,0,6,14,3,12.0,0,7.6,2.6,0.32,Graduate
589,Solteiro,1ª fase - Entrada geral,4,odontologia,Diurno,Ensino médio,122.0,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",Pessoal Administrativo,123.9,não,0,não,sim,Feminino,não,19,não,0,7,9,7,12.1625,0,0,8,8,8,13.825,0,13.9,-0.3,0.79,Graduate
590,Solteiro,1ª fase - Entrada geral,2,Gestão de Publicidade e Marketing,Diurno,Ensino médio,123.0,Portugal,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Trabalhadores Não Qualificados,Técnicos e Profissões de Nível Intermediário,117.8,sim,0,não,sim,Feminino,não,18,não,0,6,6,6,13.833333333333334,0,0,6,11,6,14.555555555555555,0,10.8,1.4,1.74,Graduate
591,Solteiro,1ª fase - Entrada geral,1,Enfermagem,Diurno,Ensino médio,133.0,Portugal,Ensino Superior - Bacharelado,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Especialistas em Atividades Intelectuais e Científicas,Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,126.7,não,0,não,sim,Feminino,não,19,não,0,7,12,4,12.45,0,0,7,11,5,11.7,0,16.2,0.3,-0.92,Enrolled
592,Solteiro,Titulares de diploma de especialização tecnológica,1,Gestão de Publicidade e Marketing,Diurno,Curso de especialização tecnológica,110.0,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Trabalhadores Não Qualificados,Pessoal Administrativo,110.0,não,0,não,sim,Feminino,sim,20,não,2,6,9,6,12.125,0,2,6,7,6,13.571428571428571,0,11.1,0.6,2.02,Graduate
593,Solteiro,2ª fase - Entrada geral,1,Gestão de Publicidade e Marketing,Diurno,Ensino médio,155.0,Portugal,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Pessoal Administrativo,Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,134.7,sim,0,não,sim,Feminino,não,20,não,0,6,8,5,13.4,0,0,6,10,4,13.0,0,12.7,3.7,-1.7,Enrolled
594,Solteiro,2ª fase - Entrada geral,1,Agronomia,Diurno,Ensino médio,119.0,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Pessoal Administrativo,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura",113.2,não,0,sim,sim,Feminino,não,20,não,0,6,8,6,13.333333333333334,0,0,6,8,5,14.0,0,11.1,0.6,2.02,Enrolled
595,Solteiro,Maiores de 23 anos,1,administração (atendimento noturno),Noturno,Ensino superior — licenciatura,120.0,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,141.0,não,0,não,sim,Feminino,não,29,não,10,15,15,11,11.454545454545457,0,9,13,16,11,11.545454545454543,0,10.8,1.4,1.74,Dropout
596,Solteiro,2ª fase - Entrada geral,1,Educação básica (pedagogia),Diurno,Ensino médio,133.1,Portugal,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Outro - 11º Ano de Escolaridade,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",Estudante,111.5,não,0,não,não,Feminino,sim,20,não,0,6,10,4,12.0,0,0,6,14,3,10.0,0,7.6,2.6,0.32,Dropout
597,Divorciado,Maiores de 23 anos,1,Educação básica (pedagogia),Diurno,Ensino médio,143.0,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Trabalhadores Não Qualificados,Profissões das Forças Armadas,140.0,não,0,sim,não,Feminino,não,31,não,0,7,8,6,12.666666666666666,0,0,7,9,5,12.6,0,8.9,1.4,3.51,Dropout
598,Solteiro,2ª fase - Entrada geral,1,Gestão de Publicidade e Marketing,Diurno,Ensino médio,149.0,Portugal,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",Pessoal Administrativo,134.3,não,1,não,sim,Feminino,não,20,não,0,6,7,6,12.666666666666666,0,0,6,9,6,13.77777777777778,0,10.8,1.4,1.74,Graduate
599,Solteiro,2ª fase - Entrada geral,1,Agronomia,Diurno,Ensino médio,133.0,Portugal,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,125.3,sim,0,não,sim,Feminino,não,21,não,12,18,22,18,11.88888888888889,1,11,13,13,13,11.461538461538462,0,15.5,2.8,-4.06,Graduate
600,Solteiro,Titulares de outros cursos superiores,1,Equinicultura,Diurno,Ensino superior — licenciatura,140.0,Portugal,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,140.0,sim,0,não,sim,Feminino,não,23,não,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout
601,Solteiro,2ª fase - Entrada geral,5,Design de Comunicação,Diurno,Ensino médio,122.0,Portugal,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores","Trabalhadores Qualificados da Indústria, Construção e Artesãos",119.6,não,0,sim,não,Feminino,não,21,não,0,6,6,4,13.0,0,0,6,8,4,11.6,0,10.8,1.4,1.74,Dropout
602,Solteiro,Titulares de outros cursos superiores,1,Enfermagem,Diurno,Ensino superior - licenciatura (1.º ciclo),170.0,Portugal,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Trabalhadores Não Qualificados,Pessoal Administrativo,170.0,não,0,não,sim,Feminino,não,24,não,4,7,7,7,16.885714285714283,0,3,8,9,8,15.744444444444444,0,16.2,0.3,-0.92,Graduate
603,Solteiro,Maiores de 23 anos,1,Serviço Social (noturno),Noturno,Ensino médio,120.0,Portugal,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Pessoal Administrativo,Pessoal Administrativo,150.5,não,0,não,sim,Feminino,não,27,não,0,6,6,6,12.5,0,1,6,6,6,12.333333333333334,0,15.5,2.8,-4.06,Graduate
604,Solteiro,1ª fase - Entrada geral,1,Enfermagem,Diurno,Ensino médio,143.0,Portugal,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Técnicos e Profissões de Nível Intermediário,Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,128.0,não,0,não,sim,Feminino,sim,18,não,0,7,9,7,13.055555555555555,0,0,8,8,8,15.8125,0,13.9,-0.3,0.79,Graduate
605,Solteiro,1ª fase - Entrada geral,3,Animação e Design Multimédia,Diurno,Ensino médio,115.0,Portugal,12º Ano de Escolaridade - Não Concluído,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura","Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura",108.7,sim,0,não,não,Feminino,não,21,não,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
606,Solteiro,2ª fase - Entrada geral,1,Equinicultura,Diurno,Ensino médio,123.0,Portugal,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Ensino Superior - Bacharelado,Técnicos e Profissões de Nível Intermediário,Especialistas em Atividades Intelectuais e Científicas,121.6,sim,0,sim,sim,Feminino,sim,19,não,0,5,7,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
607,Solteiro,1ª fase - Entrada geral,6,Enfermagem,Diurno,Ensino médio,131.0,Portugal,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,"Trabalhadores Qualificados da Indústria, Construção e Artesãos","Trabalhadores Qualificados da Indústria, Construção e Artesãos",125.3,sim,0,não,sim,Feminino,sim,19,não,0,8,8,7,12.355714285714283,0,0,8,8,7,12.355714285714283,0,10.8,1.4,1.74,Graduate
608,Solteiro,2ª fase - Entrada geral,1,Medicina Veterinária,Diurno,Ensino médio,127.0,Portugal,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Assistentes de preparação de refeições,"Trabalhadores não qualificados na indústria extrativa, construção, manufatura e transporte",117.6,não,0,não,sim,Feminino,não,18,não,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout
609,Solteiro,Mudança de curso,3,Enfermagem,Diurno,Ensino médio,126.0,Portugal,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura","Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",124.3,sim,0,não,sim,Feminino,sim,18,não,0,7,8,5,11.98,0,0,7,8,5,11.98,0,7.6,2.6,0.32,Enrolled
610,Solteiro,1ª fase - Entrada geral,2,Educação básica (pedagogia),Diurno,Ensino médio,112.0,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,191,Trabalhadores de montagem,106.1,sim,0,sim,sim,Feminino,sim,20,não,0,7,7,7,13.857142857142858,0,0,7,8,7,12.571428571428571,0,8.9,1.4,3.51,Graduate
611,Casado,1ª fase - Entrada geral,1,Serviço Social (noturno),Noturno,Ensino médio,150.0,Portugal,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Pessoal Administrativo,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",139.9,sim,0,não,sim,Feminino,não,24,não,0,6,9,5,13.0,0,0,6,6,6,14.166666666666666,0,9.4,-0.8,-3.12,Graduate
612,Solteiro,1ª fase - Entrada geral,1,Design de Comunicação,Diurno,Ensino médio,116.0,Portugal,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,"Representantes do Poder Legislativo e dos Órgãos Executivos, Diretores, Directores e Gerentes Executivos","Representantes do Poder Legislativo e dos Órgãos Executivos, Diretores, Directores e Gerentes Executivos",110.8,sim,0,não,sim,Feminino,não,20,não,0,6,6,6,12.833333333333334,0,0,6,10,6,11.166666666666666,0,12.4,0.5,1.79,Graduate
613,Solteiro,2ª fase - Entrada geral,3,administração,Diurno,Ensino médio,118.0,Portugal,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores","Trabalhadores Qualificados da Indústria, Construção e Artesãos",118.0,não,0,não,sim,Feminino,não,20,não,0,5,11,4,11.0,0,0,5,7,5,13.2,0,12.4,0.5,1.79,Enrolled
614,Solteiro,1ª fase - Entrada geral,1,Enfermagem,Diurno,Ensino médio,130.0,Portugal,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,117.8,sim,0,não,sim,Feminino,sim,19,não,0,8,8,7,12.357142857142858,0,0,8,8,7,12.357142857142858,0,12.7,3.7,-1.7,Graduate
615,Solteiro,1ª fase - Entrada geral,6,Enfermagem,Diurno,Ensino médio,144.0,Portugal,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,127.5,sim,0,não,sim,Feminino,sim,18,não,0,8,8,7,13.857142857142858,0,0,8,8,7,13.857142857142858,0,12.7,3.7,-1.7,Graduate
616,Solteiro,2ª fase - Entrada geral,2,Serviço Social,Diurno,Ensino superior — licenciatura,105.0,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,129.7,sim,0,não,sim,Feminino,sim,20,não,0,6,6,6,12.333333333333334,0,0,6,6,6,10.666666666666666,0,9.4,-0.8,-3.12,Graduate
617,Solteiro,2ª fase - Entrada geral,1,Enfermagem,Diurno,Ensino médio,143.0,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Trabalhadores Não Qualificados,Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,130.6,sim,0,não,sim,Feminino,não,20,não,0,7,8,7,12.847142857142858,0,0,8,10,8,13.788888888888888,0,16.2,0.3,-0.92,Graduate
618,Solteiro,2ª fase - Entrada geral,2,Enfermagem,Diurno,Ensino médio,137.0,Portugal,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Pessoal Administrativo,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",126.3,sim,0,não,sim,Feminino,sim,19,não,0,7,9,6,12.339999999999998,0,0,8,9,8,13.01875,0,11.1,0.6,2.02,Graduate
619,Solteiro,Titulares de diploma de especialização tecnológica,1,Medicina Veterinária,Diurno,Curso de especialização tecnológica,140.0,Portugal,Ensino Superior - Bacharelado,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Especialistas em Atividades Intelectuais e Científicas,Técnicos e Profissões de Nível Intermediário,140.0,sim,0,não,sim,Feminino,não,19,não,0,6,10,5,12.666666666666666,0,0,6,19,4,11.75,0,12.4,0.5,1.79,Enrolled
620,Solteiro,1ª fase - Entrada geral,1,Jornalismo e Comunicação,Diurno,Ensino médio,133.1,Portugal,Ensino Superior - Bacharelado,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Pessoal Administrativo,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",105.0,sim,0,não,sim,Feminino,não,20,não,0,6,6,6,13.833333333333334,0,0,6,6,6,12.5,0,12.7,3.7,-1.7,Graduate
621,Solteiro,2ª fase - Entrada geral,2,administração,Diurno,Ensino médio,116.0,Portugal,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Pessoal Administrativo,Técnicos e Profissões de Nível Intermediário,114.6,sim,0,não,sim,Feminino,não,19,não,0,5,15,2,10.75,0,0,5,11,2,10.0,0,13.9,-0.3,0.79,Dropout
622,Solteiro,2ª fase - Entrada geral,5,Educação básica (pedagogia),Diurno,Ensino médio,117.0,Portugal,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Trabalhadores Não Qualificados,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",114.6,sim,0,não,sim,Feminino,não,19,não,0,6,11,4,13.25,0,0,6,10,4,10.25,0,9.4,-0.8,-3.12,Dropout
623,Solteiro,2ª fase - Entrada geral,1,Enfermagem,Diurno,Ensino médio,137.0,Portugal,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,"Trabalhadores Qualificados da Indústria, Construção e Artesãos","Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",131.0,sim,0,não,sim,Feminino,sim,18,não,0,8,8,8,13.73125,0,0,8,8,8,13.73125,0,9.4,-0.8,-3.12,Graduate
624,Solteiro,2ª fase - Entrada geral,4,Design de Comunicação,Diurno,Ensino médio,116.0,Portugal,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,109.0,não,0,não,sim,Feminino,sim,23,não,0,6,6,6,13.333333333333334,0,0,6,8,3,12.666666666666666,0,11.1,0.6,2.02,Dropout
625,Solteiro,1ª fase - Entrada geral,1,Educação básica (pedagogia),Diurno,Ensino médio,133.1,Portugal,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Trabalhadores Não Qualificados,Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,132.0,sim,0,não,sim,Feminino,não,21,não,0,6,8,5,12.0,0,0,6,9,5,10.8,0,12.7,3.7,-1.7,Dropout
626,Solteiro,Titulares de diploma de especialização tecnológica,1,Serviço Social (noturno),Noturno,Curso de especialização tecnológica,130.0,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura","Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura",130.0,sim,0,não,sim,Feminino,não,23,não,5,9,10,9,10.88888888888889,0,3,8,10,6,11.333333333333334,0,11.1,0.6,2.02,Graduate
